Word,aoa_Kuperman,cmu_MNphonemes,cmu_MNsyllables,fa_BCs,fa_CCs,fa_PR_scores,wn_BCs,wn_CCs,wn_MNSyns,wn_NSigns,wn_PR_scores,wn_degrees
lather,8.05,4.0,2.0,2.233664950152934e-06,0.5,2.8523778913380665e-05,4.531291591056998e-05,0.3076923076923077,2.75,8,2.312054209548712e-05,14.0
laugh,3.79,3.0,1.0,0.0007739007107117317,0.11406423034330011,0.0016409492174046471,1.342861401262568e-05,0.3333333333333333,2.75,4,1.1560271047744277e-05,7.0
launch,7.92,4.0,1.0,0.0001087875512775492,0.14285714285714285,2.7837753537357767e-05,2.6846292671238512e-05,0.2,1.75,8,9.908803755208908e-06,6.0
law,8.33,2.0,1.0,0.0017238615248885126,0.0821917808219178,0.00047537212961276166,4.7597082104933475e-09,0.14285714285714285,2.2857142857142856,7,2.9577537320329342e-05,9.0
lawful,11.05,5.0,2.0,0.00012601452077878154,0.21568627450980393,2.1581690751476419e-05,4.208257751488747e-05,0.2,2.25,4,8.2573364626634835e-06,5.0
layer,8.28,3.0,2.0,0.00017600331043561362,0.09558823529411764,4.9293165432259895e-05,3.589078107140133e-06,0.3333333333333333,1.5,6,4.9544018775997242e-06,3.0
lead,6.76,3.0,1.0,0.0004498491090168751,0.07122507122507123,0.00055824789027290834,0.0011465464115046578,0.06072874493927125,2.4193548387096775,31,7.2664560871527913e-05,44.0
leaf,4.6,3.0,1.0,0.000265140892645399,0.1476923076923077,0.00062434739550937149,3.5804822949501545e-05,0.39285714285714285,2.3333333333333335,6,1.3211738340278598e-05,8.0
leak,5.47,3.0,1.0,7.51582402066643e-05,0.21978021978021978,3.9430752280442266e-05,2.2379983877870394e-05,0.21428571428571427,1.8888888888888888,9,1.3211738340278324e-05,8.0
lean,7.17,3.0,1.0,0.0004557436487385733,0.07142857142857142,3.4504972563073892e-05,8.654761230352368e-05,0.23076923076923078,2.5,10,2.4772009388021867e-05,15.0
leap,5.53,3.0,1.0,8.973621195532475e-05,0.16666666666666666,6.7103420758240557e-05,1.0033882277747175e-06,0.6666666666666666,2.875,8,2.4772009388022253e-05,15.0
learn,4.44,3.0,1.0,0.0009219048419549029,0.1091581868640148,0.00082681010478699774,0.00011365961477335176,0.22077922077922077,5.0,6,3.9635215020835537e-05,24.0
learner,6.26,4.0,2.0,2.704288692587234e-05,0.32142857142857145,5.7923065751079204e-05,2.9543016478924225e-09,0.3333333333333333,3.0,2,1.0993128400742653e-05,4.0
lease,11.11,3.0,1.0,5.5472464648736974e-05,0.3090909090909091,2.6098350727686524e-05,1.9385717415361382e-05,0.3333333333333333,3.0,7,2.3120542095487059e-05,14.0
leave,5.58,3.0,1.0,0.002310424389070831,0.06004543979227524,0.00084750192700550303,0.00012055792884682196,0.06,2.5294117647058822,17,4.2938149605905099e-05,26.0
lecture,9.5,5.0,2.0,0.0002322154217098917,0.18614718614718614,9.8160612941961315e-05,5.042089128784437e-05,0.64,6.2000000000000002,5,4.293814960590663e-05,26.0
leg,3.0,3.0,1.0,0.0007720446910348076,0.08527131782945736,0.0013387271783944336,2.2367800538205866e-05,0.26666666666666666,1.6666666666666667,9,9.9088037552079899e-06,6.0
legion,11.15,5.0,2.0,0.00012408949342190126,0.06593406593406594,1.9928258270227178e-05,4.47642350803433e-06,0.3333333333333333,1.8,5,6.6058691701405341e-06,4.0
lemon,4.74,5.0,2.0,0.00022785027498712046,0.21323529411764705,0.00019047870963945825,5.3698699775047295e-05,0.26666666666666666,2.2000000000000002,5,9.9088037552103141e-06,6.0
lend,8.45,4.0,1.0,3.3070881960326996e-05,0.39285714285714285,7.4252459357192387e-05,8.952518760330005e-06,0.6666666666666666,3.0,3,9.9088037552089758e-06,6.0
lens,9.53,4.0,1.0,1.6995069986042832e-05,0.35555555555555557,5.3204727534321945e-05,2.1336623012556384e-09,0.13333333333333333,2.2000000000000002,5,2.9106314894126246e-05,6.0
lesson,7.8,5.0,2.0,0.00019276986484565966,0.21568627450980393,3.6940624633697463e-05,4.47642350803433e-06,0.5,2.0,4,6.6058691701395905e-06,4.0
let,4.53,3.0,1.0,0.00011888297113352728,0.14166666666666666,7.7903464283570997e-05,5.426389239778559e-05,0.19230769230769232,2.875,8,2.4772009388022667e-05,15.0
letter,4.74,4.0,2.0,0.0014489538094074543,0.08127721335268505,0.00092956069815502583,8.206393466367841e-10,0.16666666666666666,1.5,8,2.6051921542987717e-05,4.0
level,6.0,5.0,2.0,0.00041216746704998697,0.05665024630541872,7.3676646668925904e-05,0.00047446020875511834,0.08831908831908832,2.6315789473684212,19,5.1195486068475319e-05,31.0
lever,7.89,4.0,2.0,0.0001461517301395908,0.08333333333333333,2.6270295755615512e-05,4.47642350803433e-06,0.6,2.25,4,8.2573364626728229e-06,5.0
liberal,11.17,6.0,2.5,3.737173431958941e-05,0.14285714285714285,2.2679291592700328e-05,0.0001487890876154011,0.3142857142857143,3.1428571428571428,7,2.4772009388021271e-05,15.0
liberty,8.83,6.0,3.0,6.789543159083397e-05,0.09090909090909091,0.00013638964115135634,2.237949149426241e-05,0.3,2.0,5,8.2573364626745169e-06,5.0
library,4.95,7.0,3.0,6.570794221195868e-05,0.19696969696969696,7.3570433386186735e-05,3.2825573865471363e-10,0.3333333333333333,1.6000000000000001,5,1.6400160259708064e-05,3.0
lick,4.3,3.0,1.0,0.0001932786997680419,0.08771929824561403,5.9025711371871814e-05,0.0001366374639618487,0.20261437908496732,3.8571428571428572,7,3.3029345850689414e-05,20.0
lid,5.95,3.0,1.0,0.0001324361950450972,0.125,0.00014538211772709053,6.565114773094273e-10,0.3333333333333333,2.3333333333333335,3,1.5773619339077426e-05,4.0
lie,3.75,2.0,1.0,0.0024537184289380536,0.08350877192982456,0.0006228877726426876,2.9031444481715215e-05,0.14285714285714285,1.8,10,1.3211738340277775e-05,8.0
life,5.89,3.0,1.0,0.005667735164374944,0.030358632193494578,0.0016029193585123966,5.6349075553400096e-05,0.16666666666666666,2.0,14,2.3120542095489383e-05,14.0
lift,4.74,4.0,1.0,0.000610027914260385,0.08819345661450925,0.00021562362569109531,0.0005871823625274662,0.10745098039215686,2.6666666666666665,36,9.908803755209068e-05,60.0
light,4.05,3.0,1.0,0.004986846792294317,0.0352233676975945,0.003921868125899293,0.0012600361720538978,0.037405026300409115,2.2765957446808511,47,9.908803755208305e-05,60.0
lightheaded,11.33,8.0,3.0,2.0466217196058743e-05,0.4444444444444444,1.9928258270227178e-05,3.629416346931585e-05,0.6,6.5,2,1.8166140217880945e-05,11.0
limb,7.16,3.0,1.0,3.368313562143677e-05,0.26666666666666666,0.00010237743645454098,4.47642350803433e-06,0.3333333333333333,1.5,6,4.9544018776045811e-06,3.0
lime,6.61,3.0,1.0,5.4764844057439e-05,0.16666666666666666,9.9007645143124872e-05,2.0762175469910636e-08,0.25146198830409355,3.625,8,3.4422468612048827e-05,21.0
limit,6.3,5.0,2.0,0.00031296101341677724,0.06333333333333334,5.5587531880410573e-05,8.453305203629843e-05,0.15789473684210525,3.4444444444444446,9,3.6332280435765854e-05,22.0
limp,7.16,4.0,1.0,0.00021952873078461346,0.14035087719298245,2.6724652289257723e-05,4.47642350803433e-06,0.5,2.2000000000000002,5,9.9088037552090334e-06,6.0
line,4.85,3.0,1.0,0.003489522870353786,0.02863802863802864,0.00041685467122028934,0.0007360875307026993,0.06603346901854365,2.8611111111111112,36,0.00011064830859982045,67.0
link,9.94,4.0,1.0,5.0195238100571516e-05,0.2,4.6834012959159576e-05,8.066222437291593e-05,0.14761904761904762,3.0769230769230771,13,4.4589616898441059e-05,27.0
lion,4.42,4.0,2.0,0.0004945094502659259,0.10252100840336134,0.00023149263435361968,1.3130229546188545e-09,0.2,2.5,4,1.9445423953877952e-05,6.0
lip,3.79,3.0,1.0,0.0001281795184797502,0.175,0.000185589550929419,1.3428285756887026e-05,0.5238095238095238,2.3999999999999999,5,1.1560271047744417e-05,7.0
liquid,5.83,6.0,2.0,0.000652222200179744,0.10953058321479374,0.00047368595270484161,5.788742243724465e-05,0.15555555555555556,2.0,11,1.8166140217793185e-05,11.0
liquor,8.4,4.0,2.0,0.000657820174789435,0.24946236559139784,0.00032437754974648931,8.952518760330005e-06,0.5714285714285714,3.6666666666666665,3,1.3211738340279987e-05,8.0
list,5.58,4.0,1.0,0.000319184859849281,0.07671957671957672,6.6082973214210848e-05,4.280425786305654e-05,0.21428571428571427,2.2857142857142856,7,1.4863205632813386e-05,9.0
listen,5.4,5.0,2.0,0.00043823972723266275,0.11229946524064172,0.0008474769387318968,1.1045715054859897e-06,0.3333333333333333,2.3333333333333335,3,6.6058691701393872e-06,4.0
little,3.95,5.0,2.0,0.0011498494424762576,0.0858843537414966,0.0015033278344773282,6.639522475080589e-05,0.47435897435897434,2.6000000000000001,10,2.6423476680558647e-05,16.0
live,6.1,3.0,1.0,0.000681413723636997,0.10887096774193548,0.00088107930168879352,0.0003756113381219626,0.15151515151515152,2.263157894736842,19,3.9635215020832217e-05,24.0
load,7.78,3.0,1.0,0.00021733503860117456,0.1383399209486166,9.1651617145760271e-05,0.00013512016095781537,0.18571428571428572,2.7857142857142856,14,4.1286682313369092e-05,25.0
loaf,6.84,3.0,1.0,2.3965978194438365e-05,0.2857142857142857,9.5074929973258806e-05,5.284976237768895e-05,0.44,7.25,4,4.1286682313373198e-05,25.0
lobby,7.71,4.0,2.0,0.00015364876859388826,0.11666666666666667,2.6180006669248483e-05,1.79043810091827e-05,0.4444444444444444,3.25,4,1.4863205632815126e-05,9.0
location,6.86,7.0,3.0,8.011561446051025e-05,0.15833333333333333,5.7458555059493205e-05,5.909863376216285e-06,0.5714285714285714,3.25,4,1.4863205632813472e-05,9.0
lock,5.74,3.0,1.0,0.0003834183188449806,0.09655172413793103,0.00021863360874030443,8.032525417492179e-05,0.19166666666666668,2.1333333333333333,15,2.8074943973086821e-05,17.0
lodge,8.26,3.0,1.0,0.00017512076085566243,0.15789473684210525,2.7325270690727849e-05,0.00017091654284250696,0.1368421052631579,3.0,10,3.302934585069716e-05,20.0
loft,11.05,4.0,1.0,8.5047259013715e-05,0.18095238095238095,2.2406869772930838e-05,2.2977901705829956e-09,0.3333333333333333,1.375,8,8.2803217615393878e-06,3.0
lollipop,3.89,7.0,3.0,8.721182038477074e-05,0.21428571428571427,4.0465450736836323e-05,1.5037477155816928e-06,0.4,3.5,2,8.2573364626740968e-06,5.0
lonely,5.8,5.0,2.0,0.0003049425334510668,0.14245014245014245,0.00019180245916946548,4.857545262858095e-07,0.6,3.0,4,1.3211738340277968e-05,8.0
look,4.05,3.0,1.0,0.001768472794206239,0.06010230179028133,0.0010330900621505468,0.0003144125658558107,0.12433862433862433,3.0714285714285716,14,4.7892551483511088e-05,29.0
loop,7.22,3.0,1.0,8.277398048111156e-05,0.20512820512820512,3.5346803338503639e-05,5.5320666480864955e-05,0.12727272727272726,1.7333333333333334,15,1.8166140217883652e-05,11.0
loose,7.71,3.0,1.0,0.0003159693744657663,0.043076923076923075,0.00027676587622467246,0.0003081141290439864,0.10507246376811594,2.5,18,4.4589616898432121e-05,27.0
loosen,7.22,5.0,2.0,8.52772703650986e-05,0.1282051282051282,2.1900217965760123e-05,3.606960525229019e-05,0.2,2.2857142857142856,7,1.4863205632809781e-05,9.0
lord,5.95,4.0,1.0,7.974475117366688e-05,0.27205882352941174,0.00014947906927429967,0.00016826858686483273,0.41818181818181815,3.75,4,1.8166140217885895e-05,11.0
lose,5.78,3.0,1.0,0.0004736999842513164,0.0855614973262032,0.0011844178233364837,2.965816913405027e-05,0.19444444444444445,1.8181818181818181,11,1.4863205632813111e-05,9.0
loser,6.67,4.0,2.0,0.0002939198446209916,0.06884057971014493,0.00014397771224479528,6.565114773094273e-10,0.5,2.3333333333333335,3,1.2610360101318938e-05,4.0
loss,5.0,3.0,1.0,0.00032005172390209714,0.09523809523809523,6.9174370457456458e-05,8.441104473071906e-05,0.35555555555555557,2.25,8,1.6514672925348427e-05,10.0
lounge,9.53,4.0,1.0,0.00016965453396587985,0.11764705882352941,2.565925212183239e-05,1.9827956130578504e-05,0.5666666666666667,5.0,4,2.6423476680558935e-05,16.0
love,5.17,3.0,1.0,0.012333223967691683,0.03719153936545241,0.0048770225085768715,0.00020897736978374874,0.4857142857142857,4.5999999999999996,10,5.9452822531254851e-05,36.0
low,4.7,2.0,1.0,0.0006192734126780129,0.04634581105169341,0.0014038875510396158,0.00030596516854352403,0.13012477718360071,3.125,16,5.6149887946183155e-05,34.0
loyal,9.11,4.0,2.0,0.00019114264142857033,0.21739130434782608,5.8386332628168708e-05,4.47642350803433e-06,0.5,2.3333333333333335,3,6.6058691701360016e-06,4.0
loyalty,8.78,6.0,3.0,8.825585786864114e-05,0.26373626373626374,3.691391108967845e-05,3.132807118572856e-05,0.5,2.3333333333333335,3,6.6058691701398429e-06,4.0
luck,6.53,3.0,1.0,0.00025687227008500645,0.06432748538011696,9.9488866064232544e-05,7.916599446596538e-06,0.6428571428571429,4.333333333333333,3,1.651467292534881e-05,10.0
lump,5.89,4.0,1.0,9.972292156006103e-05,0.09523809523809523,2.4239831288521115e-05,5.8190331751310874e-05,0.3333333333333333,4.166666666666667,6,3.1377878558162731e-05,19.0
lust,12.22,4.0,1.0,3.986374410824477e-05,0.28205128205128205,5.1904372155605984e-05,6.729242642421629e-09,0.3333333333333333,3.3333333333333335,3,1.2955731131054022e-05,7.0
luxury,9.26,6.0,3.0,0.00027956636629516567,0.1645021645021645,0.00015242419875438764,4.476095252295675e-06,0.6,3.0,3,9.9088037552112814e-06,6.0
machine,6.53,5.0,2.0,0.0011701224728876245,0.05893719806763285,0.00017978352295311439,3.774940994529207e-09,0.4,1.75,8,2.3229784260510548e-05,6.0
mad,3.55,3.0,1.0,0.0013121987782265484,0.07946127946127945,0.00081981764827061148,0.00011373981762665252,0.2761904761904762,4.75,4,2.4772009388022917e-05,15.0
mafia,10.32,5.0,3.0,0.0002202381128066131,0.2222222222222222,3.0127793724045024e-05,8.206393466367841e-11,0.6666666666666666,2.6666666666666665,3,2.2794133638935319e-05,5.0
magazine,5.89,7.0,3.0,0.0006283817593105794,0.11229946524064172,0.00023461922910743919,2.413842636391751e-05,0.14285714285714285,2.3333333333333335,6,1.3211738340278046e-05,8.0
magic,5.52,5.0,2.0,0.0006210104268537282,0.05291005291005291,0.00011298552382577788,3.294586190955348e-05,0.4725274725274725,6.0,3,2.4772009388024835e-05,15.0
magician,5.37,7.0,3.0,0.00011221005164311638,0.1282051282051282,3.6858808463678435e-05,3.765620167601222e-05,0.4444444444444444,5.5,2,1.4863205632814229e-05,9.0
magnify,8.74,7.0,3.0,5.850392547146316e-05,0.28888888888888886,2.2094708940333802e-05,7.325996701870782e-06,0.6071428571428571,4.0,3,1.4863205632813359e-05,9.0
maid,6.95,3.0,1.0,0.0005390051835759515,0.07936507936507936,7.8830465582287813e-05,2.529932425766662e-06,0.5,3.0,2,6.6058691701394431e-06,4.0
maiden,9.58,5.0,2.0,0.00018821922090617524,0.11764705882352941,1.9928258270227178e-05,1.0103723285186656e-05,0.4,3.0,3,9.9088037552088979e-06,6.0
mail,4.65,3.0,1.0,0.0005113256073620326,0.1053763440860215,0.00039452262442827256,2.8895147436288432e-05,0.36363636363636365,2.8571428571428572,7,2.1469074802952455e-05,13.0
main,6.55,3.0,1.0,0.0007864141206558484,0.04516129032258064,3.9108482925958546e-05,0.0001706808777620021,0.4,2.2000000000000002,5,9.9088037552094671e-06,6.0
make,4.68,3.0,1.0,0.0012241578631939241,0.05087881591119334,0.00021720476125495694,0.0015826636228189986,0.08695652173913043,2.5686274509803924,51,0.00013211738340278699,80.0
maker,6.94,4.0,2.0,0.00025784849130286853,0.0935672514619883,4.6559759591548189e-05,2.2379819750001065e-05,0.4888888888888889,4.333333333333333,3,1.6514672925351382e-05,10.0
male,5.63,3.0,1.0,0.00021146550564997795,0.13043478260869565,0.00091731334154786215,4.47642350803433e-06,0.6,1.8333333333333333,6,8.2573364626728059e-06,5.0
mall,6.78,3.0,1.0,0.00014812544239269014,0.20588235294117646,0.0001662169554868507,7.0755302442152974e-06,0.6666666666666666,4.0,2,9.9088037552095179e-06,6.0
malt,9.18,4.0,1.0,2.3423582967200717e-05,0.2545454545454545,2.1162865994520816e-05,3.2825573865471363e-10,0.3333333333333333,1.4285714285714286,7,1.6287364006238395e-05,3.0
man,3.11,3.0,1.0,0.014403492686699656,0.017939007374925254,0.0043453726377557286,0.00013227903910869638,0.1736842105263158,2.5384615384615383,13,3.3029345850695561e-05,20.0
manager,9.4,6.0,3.0,0.00017129319431865051,0.18181818181818182,5.1474403177859359e-05,3.132807118572856e-05,0.3333333333333333,3.0,2,6.605869170139106e-06,4.0
manner,6.83,4.0,2.0,0.00015924516948329144,0.16176470588235295,2.7030473114417974e-05,4.47642350803433e-06,0.6,2.6666666666666665,3,8.2573364626742882e-06,5.0
mansion,7.2,6.0,2.0,0.00022322927376412568,0.13450292397660818,3.401726987447121e-05,0.00011832509760688461,0.4444444444444444,5.5,2,1.4863205632813626e-05,9.0
manufacture,10.59,10.0,4.0,6.507636642074723e-05,0.16666666666666666,2.651533659601709e-05,7.281947656936983e-05,0.2857142857142857,2.5,6,1.4863205632812986e-05,9.0
manufacturer,10.79,11.0,5.0,0.0002048864090302021,0.13725490196078433,2.1899403385392487e-05,4.4764235080343304e-06,0.3333333333333333,2.5,2,4.9544018776054518e-06,3.0
map,5.6,3.0,1.0,0.0007220156478742632,0.08374384236453201,0.00010222217798671934,6.552639822284304e-06,0.4,1.75,8,9.9088037552087861e-06,6.0
margin,10.11,6.0,2.0,0.0002685991043287784,0.0915032679738562,2.0850660325800934e-05,3.745169454773398e-05,0.17857142857142858,2.3333333333333335,6,1.3211738340279466e-05,8.0
marijuana,10.89,8.0,4.0,5.438619471696815e-05,0.32051282051282054,8.0976558806511662e-05,1.492031750764875e-06,0.8333333333333334,4.0,2,9.9088037552105919e-06,6.0
marine,9.8,4.0,2.0,0.000192016945876169,0.2573099415204678,4.7800220566524554e-05,9.847672159641408e-10,0.4,1.7142857142857142,7,1.328569412063732e-05,5.0
market,7.16,6.0,2.0,0.00038433377254150597,0.14855072463768115,7.4329576979377429e-05,6.729242642421629e-09,0.19444444444444445,2.2222222222222223,9,2.7714262493259407e-05,11.0
marriage,7.17,5.0,2.0,0.0006942116253781476,0.09797979797979799,0.0002997658012376227,3.5804166438024236e-05,0.2857142857142857,3.0,4,1.3211738340281058e-05,8.0
marrow,12.16,4.0,2.0,2.3188596343627886e-05,0.16666666666666666,7.86558497863164e-05,1.342861401262568e-05,0.6928104575163399,5.0,5,3.302934585069859e-05,20.0
marry,5.83,4.0,2.0,0.0002577717266757508,0.15019762845849802,0.00010893046909792026,2.1629778033096866e-06,0.6428571428571429,5.5,2,1.4863205632811373e-05,9.0
mash,6.95,3.0,1.0,6.412291186113546e-05,0.15384615384615385,5.3473926429778664e-05,8.931393579875766e-05,0.3416666666666667,4.2000000000000002,5,2.6423476680557691e-05,16.0
mask,4.8,4.0,1.0,0.00022329717707200388,0.08571428571428572,8.8301756835686536e-05,3.642154259380786e-05,0.19047619047619047,1.7777777777777777,9,1.1560271047744053e-05,7.0
mass,9.17,3.0,1.0,0.0004071780328579074,0.09846153846153846,4.4837211584471553e-05,0.00011328955699543773,0.5380952380952381,4.2727272727272725,11,5.9452822531255779e-05,36.0
master,6.5,5.0,2.0,0.00046591241482553874,0.0873015873015873,4.6295746350292593e-05,0.0004652853951709987,0.06267806267806268,2.7999999999999998,15,4.4589616898440977e-05,27.0
mastery,10.58,6.0,3.0,0.00015166720067230426,0.14285714285714285,1.9928258270227178e-05,1.79043810091827e-05,0.2,2.6666666666666665,3,8.2573364626742137e-06,5.0
mat,4.62,3.0,1.0,8.882878661253986e-05,0.12087912087912088,4.9005728753864474e-05,0.00010682270160781495,0.21568627450980393,3.1000000000000001,10,3.4680813142594728e-05,21.0
match,5.72,3.0,1.0,0.0008475415439928212,0.07741935483870968,0.00014296780607145484,0.0004441437380970148,0.12698412698412698,2.736842105263158,19,5.4498420653649072e-05,33.0
mate,8.67,3.0,1.0,0.00041975453934427014,0.15954415954415954,0.00013298572507393298,0.000120069399602807,0.14285714285714285,2.4615384615384617,13,3.1377878558161335e-05,19.0
material,8.06,8.0,4.0,0.0009468027159181109,0.08408408408408409,0.00013946244162744937,7.12235416131469e-05,0.19047619047619047,1.6363636363636365,11,1.1560271047739454e-05,7.0
matter,7.56,4.0,2.0,0.00025544700837685835,0.09486166007905138,9.3774987844426837e-05,2.470683721709e-05,0.23809523809523808,2.0,7,1.1560271047743779e-05,7.0
mature,9.25,5.5,2.0,0.00015992121888260642,0.19913419913419914,6.2855174228754315e-05,3.904749762670079e-05,0.17777777777777778,2.0,11,1.8166140217883577e-05,11.0
maximum,7.6,8.0,3.0,6.042385993339339e-05,0.14102564102564102,5.0284352094938066e-05,8.952682888199332e-06,0.3,2.25,4,8.2573364626744695e-06,5.0
maze,7.11,3.0,1.0,0.00013642581648617175,0.13333333333333333,4.3331851218123978e-05,1.3428285756887026e-05,0.3333333333333333,2.5,2,4.9544018775755007e-06,3.0
mean,4.0,3.0,1.0,0.004877978485667417,0.04215873015873016,0.0013249123874533614,0.00017651724809003214,0.06535947712418301,2.3125,16,3.4680813143224222e-05,21.0
meaning,6.1,5.0,2.0,0.00032632145269705353,0.09686609686609686,8.9051481154852626e-05,5.677585313266759e-05,0.26666666666666666,3.0,3,9.9088037552079577e-06,6.0
measure,7.53,4.0,2.0,0.0006877008544052872,0.08097165991902834,0.00014878702480386984,0.00019868863084544409,0.08333333333333333,2.9230769230769229,13,4.1286682313369627e-05,25.0
mechanic,7.83,7.0,3.0,8.619276995947606e-05,0.2867647058823529,4.5773065834047879e-05,1.3130229546188545e-09,0.4666666666666667,3.0,3,1.0738788449454696e-05,6.0
medical,8.68,7.0,3.0,0.0001628940425294879,0.1631578947368421,3.4884519468753196e-05,8.206393466367841e-10,0.6666666666666666,2.5,4,6.8358235880626384e-06,6.0
medicine,4.89,7.0,3.0,0.0028920783746211646,0.09518773135906927,0.00083458747397575873,3.939068863856563e-09,0.14285714285714285,2.3999999999999999,5,2.9397836500751015e-05,7.0
medieval,9.67,7.333333333333333,3.0,5.7926053399845825e-05,0.21818181818181817,2.4799175401060095e-05,1.790372449770539e-05,0.3333333333333333,2.6666666666666665,3,8.2573364626703173e-06,5.0
mediocre,11.59,7.0,4.0,0.00016053200035108235,0.18095238095238095,2.3383948396793265e-05,4.47642350803433e-06,0.5,2.3333333333333335,3,6.6058691701386452e-06,4.0
medium,7.67,6.0,3.0,9.512107981278644e-05,0.14102564102564102,4.564506778904742e-05,2.5944664710401397e-05,0.09523809523809523,1.5384615384615385,13,1.1560271047742811e-05,7.0
meek,9.7,3.0,1.0,8.517936107647092e-05,0.22857142857142856,3.4434352215881734e-05,1.2359983324824235e-05,0.16666666666666666,2.3333333333333335,3,6.6058691701391789e-06,4.0
meet,4.74,3.0,1.0,0.00039672072806334424,0.08695652173913043,6.5016925156631577e-05,0.0002555267292087176,0.09259259259259259,3.0,15,4.9544018776044723e-05,30.0
meeting,5.72,5.0,2.0,0.0003197687443570958,0.09686609686609686,8.1546226538500003e-05,2.1092132041059897e-05,0.13333333333333333,2.1666666666666665,6,1.1560271047743331e-05,7.0
mellow,8.85,4.0,2.0,0.0001901473464455033,0.15,8.7743451688482885e-05,4.157444222215829e-05,0.06666666666666667,1.7777777777777777,9,1.1560271047743862e-05,7.0
melody,6.58,6.0,3.0,1.0337168635962399e-06,0.7,8.5921944621191495e-05,4.47642350803433e-06,0.7142857142857143,4.5,2,1.1560271047742835e-05,7.0
melt,5.47,4.0,1.0,0.000255029029915139,0.14153846153846153,0.00010975391121293652,0.00011337672204536854,0.1523809523809524,3.2857142857142856,7,2.642347668055719e-05,16.0
member,8.2,5.0,2.0,0.00012510009551698422,0.1871345029239766,4.0931958754486072e-05,1.7904216881313374e-05,0.2,2.0,5,8.2573364626747998e-06,5.0
memorial,8.32,8.0,4.0,0.00023265124505692438,0.12857142857142856,2.3316068126954217e-05,2.1009508161748854e-06,0.3333333333333333,2.0,3,4.9544018776048623e-06,3.0
memory,6.4,5.0,3.0,0.0006027122389888483,0.09401709401709402,0.00015839643663523659,1.2877216899273477e-05,0.3611111111111111,2.7999999999999998,5,1.4863205632812274e-05,9.0
mend,9.11,4.0,1.0,7.451992807340182e-05,0.2087912087912088,7.6616324290307674e-05,2.9346049260870834e-05,0.3956043956043956,5.0,4,2.6423476680556621e-05,16.0
merit,10.47,5.0,2.0,8.513861051656086e-05,0.18181818181818182,2.1516749606425626e-05,3.774940994529207e-09,0.16666666666666666,2.3333333333333335,3,1.8360232397069125e-05,4.0
mess,4.28,3.0,1.0,0.0016347994244180685,0.07756813417190776,0.00017893688616848477,0.0001528319449252467,0.5180180180180181,5.625,8,6.1104289823790011e-05,37.0
meter,8.56,4.0,2.0,0.000248813814936785,0.1619047619047619,5.0605591161501093e-05,0.00010817417181436693,0.5333333333333333,2.3333333333333335,6,1.3211738340278791e-05,8.0
metric,10.16,6.0,2.0,5.290089697639038e-05,0.17582417582417584,2.1371412647944287e-05,1.3428778140495008e-05,0.1,2.2000000000000002,5,9.9088037552094942e-06,6.0
microwave,7.67,8.0,3.0,0.00014454435597915986,0.18333333333333332,2.7242038323919397e-05,4.47642350803433e-06,0.5,2.3333333333333335,3,6.6058691701404189e-06,4.0
midget,9.2,5.0,2.0,2.3669911923199087e-05,0.5714285714285714,4.0557210770702701e-05,1.1421507934146765e-05,0.5714285714285714,5.0,2,1.3211738340279659e-05,8.0
mild,8.05,4.0,1.0,0.0001974489271769375,0.10526315789473684,2.5873448788721078e-05,9.429822142922511e-06,0.3333333333333333,2.3333333333333335,3,6.6058691701389603e-06,4.0
mile,7.65,3.0,1.0,0.00016995709367525927,0.18128654970760233,6.421816075254802e-05,6.219121661574012e-05,0.275,3.5,8,3.3029345850660514e-05,20.0
mill,8.17,3.0,1.0,0.0004248556194720613,0.06493506493506493,5.1659863063382847e-05,3.569671238771825e-05,0.11538461538461539,2.4444444444444446,9,2.1469074802954206e-05,13.0
million,6.47,6.0,2.0,4.247630284145585e-05,0.2222222222222222,2.3500252508580772e-05,4.923836079820705e-09,0.4642857142857143,3.6666666666666665,3,1.2430227698444729e-05,8.0
mind,5.37,4.0,1.0,0.0010637214448706912,0.07329462989840348,0.00046434715541599663,9.645578833446154e-05,0.08571428571428572,2.1538461538461537,13,2.4772009388022833e-05,15.0
minister,7.42,7.0,3.0,1.6406257555848348e-05,0.5111111111111111,3.3282665831757714e-05,2.1336623012556384e-09,0.47619047619047616,2.1666666666666665,6,1.9461254061278108e-05,7.0
minor,9.11,4.0,2.0,0.00015302240476667783,0.10294117647058823,9.8728257496175445e-05,4.943687091656252e-05,0.38596491228070173,2.7272727272727271,11,3.1377878558163158e-05,19.0
mint,5.94,4.0,1.0,0.000548642233781876,0.11076923076923077,3.1565968317651201e-05,4.241023485875681e-05,0.8029556650246306,4.625,8,4.7892551483511142e-05,29.0
minute,7.26,5.333333333333333,2.0,7.52873045942193e-05,0.21212121212121213,0.0002916829397031633,8.534246850290102e-05,0.16363636363636364,2.625,8,2.1469074802953606e-05,13.0
mischief,9.05,6.0,2.0,6.599074791802429e-05,0.14285714285714285,2.0535001727646488e-05,8.952518760330005e-06,0.6727272727272727,6.5,2,1.8166140217885194e-05,11.0
miss,6.33,3.0,1.0,0.0002340628983968293,0.05238095238095238,0.00011540944214044531,7.075257211342154e-05,0.25833333333333336,2.3333333333333335,12,2.6423476680557251e-05,16.0
mission,9.95,5.0,2.0,0.00022335548888621385,0.1,3.2682134936880364e-05,4.62412217219035e-05,0.2222222222222222,3.2000000000000002,5,1.8166140217883184e-05,11.0
